athlete_code,name,gender,country_code,country,nationality_code,nationality,disciplines,events,birth_date,birth_country,hobbies,occupation,lang,reason,hero,medal_type,medal_code,medal_date,has_medal
1961660,HU Xiaoyu,Female,CHN,China,CHN,China,['Sailing'],"[""Women's Skiff""]",1999-09-20,China,,,Mandarin,,,None,None,None,False
1961661,SHAN Mengyuan,Female,CHN,China,CHN,China,['Sailing'],"[""Women's Skiff""]",2000-07-23,China,,,Mandarin,,,None,None,None,False
1961669,GU Min,Female,CHN,China,CHN,China,['Sailing'],"[""Women's Dinghy""]",1994-09-25,China,,,Mandarin,,,None,None,None,False
1961671,MAI Huicong,Male,CHN,China,CHN,China,['Sailing'],['Mixed Multihull'],1995-12-16,China,,Athlete,Mandarin,,,None,None,None,False
1961672,CHEN Linlin,Female,CHN,China,CHN,China,['Sailing'],['Mixed Multihull'],1998-12-24,China,,,Mandarin,,,None,None,None,False
1961684,HUANG Jingye,Male,CHN,China,CHN,China,['Sailing'],"[""Men's Windsurfing""]",2003-04-23,China,,,,,,None,None,None,False
1961699,OPELOGE Don,Male,SAM,Samoa,SAM,Samoa,['Weightlifting'],"[""Men's 102kg""]",1999-05-13,,Listening to music,Athlete,English,His family is considered weightlifting royalty in Samoa,"Weightlifters:</p><p>Fares Ibrahim (QAT), 2020 Olympic middle heavyweight (96kg) champion, four-time world championship overall medallist (one gold, two silver, one bronze).</p><p>Lyu Xiaojun (CHN), three-time Olympic medallist (two gold, one silver), six-time world championship overall medallist (five gold, one silver).</p><p>Shi Zhiyong (CHN), two-time Olympic champion (2016, 2020), three-time world champion (2015, 2018, 2019)",None,None,None,False
1961704,AYLSWORTH Russell Williams,Male,HKG,"Hong Kong, China",HKG,"Hong Kong, China",['Sailing'],"[""Men's Skiff""]",2001-04-16,"Hong Kong, China",,Athlete,English,Started taking lessons at the Aberdeen Boat Club (HKG),,None,None,None,False
1961705,SAKAI Akira Luke,Male,HKG,"Hong Kong, China",HKG,"Hong Kong, China",['Sailing'],"[""Men's Skiff""]",1992-10-30,"Hong Kong, China",,,,,,None,None,None,False
1961706,HALLIDAY Nicholas,Male,HKG,"Hong Kong, China",HKG,"Hong Kong, China",['Sailing'],"[""Men's Dinghy""]",1999-06-18,,,Athlete,English,,,None,None,None,False
1961709,SIPAIA Iuniarra,Female,SAM,Samoa,SAM,Samoa,['Weightlifting'],"[""Women's +81kg""]",1993-06-25,,,Athlete,,,,None,None,None,False
1961735,LEILUA Eroni Tui,Male,SAM,Samoa,SAM,Samoa,['Sailing'],"[""Men's Dinghy""]",1993-04-15,New Zealand,"Tennis, all sports, music (drums)","Athlete, marketing account manager",English,His mother encouraged him and his siblings. She sailed as a child because her father was a keen sailor,,None,None,None,False
1961744,RIPLEY Vaimooia Astrid,Female,SAM,Samoa,SAM,Samoa,['Sailing'],"[""Women's Dinghy""]",1990-04-01,Samoa,,"Athlete, project coordinator Australian Broadcasting Corporation",English,,,None,None,None,False
1961747,LYU Jianlin,Male,CHN,China,CHN,China,['Shooting'],"['Skeet Men', 'Skeet Mixed Team']",1996-07-26,China,Basketball,Athlete,Mandarin,He liked the sport,"Shooter Zhang Shan (CHN), 1992 Olympic skeet champion, 11-time world championship medallist - three individual, eight team (four gold, six silver, one bronze)",Bronze Medal,3.0,2024-08-05,True
1961760,PLODZICKI- FAOAGALI Ato,Male,SAM,Samoa,SAM,Samoa,['Boxing'],"[""Men's 92kg""]",1999-02-18,Australia,,Athlete,English,"Originally hated boxing, but his father Steven loved boxing and didn't want Ato to play rugby anymore, so he made him pick boxing","Boxer Paea Wolfgramm (TGA), 1996 Olympic super heavyweight silver medallist, 1994 Commonwealth Games bronze medallist.</p><p>Boxer David Tua (NZL), 1992 Olympic heavyweight bronze medallist, 1991 World Championships heavyweight bronze medallist",None,None,None,False
1961764,CLIFTON Tuva'a,Male,SAM,Samoa,SAM,Samoa,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",1997-06-29,New Zealand,Travel,"Athlete, radio host","English, Samoan",He competed in surf lifesaving competitions and joined the local kayak club to improve his surf ski skills,,None,None,None,False
1961877,NARVAEZ Jhonatan,Male,ECU,Ecuador,ECU,Ecuador,['Cycling Road'],"[""Men's Road Race""]",1997-03-04,Ecuador,,Athlete,Spanish,,"Cyclist Tony Martin (GER), 2012 Olympic road race silver medallist, four-time world time trial champion (2011, 2012, 2013, 2016), and four-time world team time trial champion (2012, 2013, 2016, 2021 mixed team)",None,None,None,False
1961995,de LAPPARENT Antoine,Male,CAM,Cambodia,CAM,Cambodia,['Swimming'],"[""Men's 100m Freestyle""]",2006-02-19,,,Athlete,,,,None,None,None,False
1962075,KARUNAYADHAJ Janakabhorn,Female,THA,Thailand,THA,Thailand,['Equestrian'],['Jumping Individual'],1997-08-18,Thailand,,,English,,,None,None,None,False
1962123,WONG Ka Lee,Female,HKG,"Hong Kong, China",HKG,"Hong Kong, China",['Judo'],['Women -48 kg'],1998-06-03,"Hong Kong, China",,,Mandarin,,,None,None,None,False
1962216,DAVIDA Osher,Male,ISR,Israel,ISR,Israel,['Football'],['Men'],2001-02-18,Israel,,Athlete,Hebrew,,,None,None,None,False
1962225,WONG Chun Ting,Male,HKG,"Hong Kong, China",HKG,"Hong Kong, China",['Table Tennis'],"[""Men's Singles"", 'Mixed Doubles']",1991-09-07,"Hong Kong, China",Watching films,Athlete,"Cantonese, English, Mandarin","His parents used to play the sport with him in the evenings when he was young. “I remember that I was too short, and so I always complained that my feet hurt the next day, but I still begged my parents to let me play again that night.” (myInfo)","Table tennis player Ma Long (CHN), five-time Olympic champion (2012 and 2016 singles; 2012, 2016, 2020 team), 19-time world championship medallist (14 gold, one silver, four bronze)",None,None,None,False
1962227,DOO Hoi Kem,Female,HKG,"Hong Kong, China",HKG,"Hong Kong, China",['Table Tennis'],"[""Women's Singles"", ""Women's Team"", 'Mixed Doubles']",1996-11-27,"Hong Kong, China",Playing the piano,Athlete,"Cantonese, Mandarin",She was encouraged to take up the sport by her brother,"Table tennis player Ma Long (CHN), five-time Olympic champion (2012 and 2016 singles; 2012, 2016, 2020 team)",None,None,None,False
1962229,LEE Ho Ching,Female,HKG,"Hong Kong, China",HKG,"Hong Kong, China",['Table Tennis'],"[""Women's Team""]",1992-11-24,"Hong Kong, China",,Athlete,"Cantonese, English",Followed her brother into the sport,,None,None,None,False
1962231,ZHU Chengzhu,Female,HKG,"Hong Kong, China",HKG,"Hong Kong, China",['Table Tennis'],"[""Women's Singles"", ""Women's Team""]",1997-01-15,,,,"Cantonese, Mandarin",Her father introduced her to the sport,,None,None,None,False
1962237,ALMATROOSHI Yousuf,Male,UAE,UA Emirates,UAE,UA Emirates,['Swimming'],"[""Men's 100m Freestyle""]",2003-06-01,UA Emirates,,Student,English,,,None,None,None,False
1962267,ABDELGAWWAD Abdelrahman,Male,EGY,Egypt,EGY,Egypt,['Boxing'],"[""Men's 80kg""]",1987-10-09,Egypt,,Athlete,Arabic,,,None,None,None,False
1962479,LO Wai Fung,Male,HKG,"Hong Kong, China",HKG,"Hong Kong, China",['Taekwondo'],['Men -68kg'],2002-09-12,"Hong Kong, China",,,Mandarin,,,None,None,None,False
1962545,SHERIFOVSKI Edi,Male,MKD,North Macedonia,MKD,North Macedonia,['Judo'],['Men -81 kg'],2001-08-28,North Macedonia,"Walking, hiking, swimming",Athlete,"Albanian, English, Macedonian, Turkish",Used to be a hyperactive kid,"Footballer Cristiano Ronaldo (POR), won five Champions Leagues, seven league titles and five Ballon d’Or awards during his time at Manchester United, Real Madrid and Juventus. Won Euro 2016 with Portugal and is international football’s all-time top scorer and appearance maker",None,None,None,False
1962549,HOUINATO Valentin,Male,BEN,Benin,BEN,Benin,['Judo'],['Men -81 kg'],1996-10-15,France,"Karaoke, cheesy music, romantic books and movies, animal welfare",Journalist,"English, France","""My mother didn't want me to play football, so she signed me up for judo out of spite."" (Athlete, 16 May 2024)","Boxer Muhammad Ali, born Cassius Clay (USA), former undisputed heavyweight champion of the world, 1960 Olympic champion (light heavyweight), nicknamed 'The Greatest' and regarded as one of the most significant sports figures of the 20th century.</p><p>Tennis player Rafael Nadal (ESP), winner of 22 Grand Slam singles titles (as of July 2023), including a record 14 French Open titles; two-time Olympic champion (2008 singles, 2016 doubles).</p><p>Athlete Jesse Owens (USA), four-time Olympic champion at Berlin 1936 (100m, 200m, long jump, 4x100m relay).</p><p>Judoka Lucie Decosse (FRA), two-time Olympic medallist (2012 gold, 2008 silver), four-time world championship medallist (three gold, one silver)",None,None,None,False
1962559,ELAWADY Omar,Male,EGY,Egypt,EGY,Egypt,['Boxing'],"[""Men's 71kg""]",1999-08-04,Egypt,,,Arabic,,,None,None,None,False
1962576,CANNY Aimee,Female,RSA,South Africa,RSA,South Africa,['Swimming'],"[""Women's 200m Freestyle""]",2003-11-21,South Africa,,Student,English,,"Swimmer Emma Chelius (RSA), 2020 Olympian, seven-time African Games medallist (four gold, three silver).</p><p>Swimmer Erin Gallagher (RSA), 2020 Olympian, 2022 Commonwealth Games silver medallist (50m butterfly), 10-time African Games champion (eight gold, two silver)",None,None,None,False
1962578,SATES Matthew,Male,RSA,South Africa,RSA,South Africa,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 200m Butterfly"", ""Men's 200m Individual Medley""]",2003-07-28,South Africa,Spending time with friends,Student,English,Followed his older brother Tim into swimming,"Swimmer Chad le Clos (RSA), 2012 Olympic 200m butterfly champion, three-time Olympic silver medallist (100m butterfly in 2012 and 2016, 200m freestyle in 2016)",None,None,None,False
1962581,COETZE Pieter,Male,RSA,South Africa,RSA,South Africa,['Swimming'],"[""Men's 100m Backstroke"", ""Men's 200m Backstroke""]",2004-05-13,South Africa,,Student,English,"Initially a sprinter and rugby player, he was encouraged by his parents to take up swimming due to his older sister Jana's success at school level in the sport, with the family spending much of their time taking Jana to swimming practice and galas","Swimmer Ryan Murphy (USA), six-time Olympic medallist (four gold, one silver, one bronze) over two Olympic Games (2016, 2020), 17-time world championship medallist (seven gold, eight silver, two bronze).</p><p>Footballer Cristiano Ronaldo (POR), won five Champions Leagues, seven league titles and five Ballon d’Or awards during his time at Manchester United, Real Madrid and Juventus. Won Euro 2016 with Portugal and is international football’s all-time top scorer and appearance maker.</p><p>Swimmer Tatjana Schoenmaker (RSA), two-time 2020 Olympic medallist (200m breaststroke gold, 100m breaststroke silver), three-time world championship medallist (one gold, two silver)",None,None,None,False
1962582,MEDER Rebecca,Female,RSA,South Africa,RSA,South Africa,['Swimming'],"[""Women's 200m Individual Medley""]",2002-07-31,South Africa,"Spending time with family and friends, camping, crayfishing, hiking, going out for coffee, playing the violin, painting, gardening. Loves nature and animals, enjoys painting",Athlete,English,"Followed her older sister Abigail into the sport. ""Like any little sister, I always wanted to do what my sister did. I used to get extremely bored sitting at the gym and watching my sister train. I wanted to swim too."" (speedo.co.za, 18 Jun 2020)","Swimmer Missy Franklin (USA), five-time Olympic champion (four in 2012, one in 2016), 16-time world championship medallist (11 gold, two silver, three bronze).</p><p>Swimmer Karin Prinsloo (RSA), 2012 Olympian, four-time 2010 African Championships gold medallist",None,None,None,False
1962583,GALLAGHER Erin,Female,RSA,South Africa,RSA,South Africa,['Swimming'],"[""Women's 100m Butterfly""]",1998-12-18,South Africa,,Athlete,English,"Inspired by her grandfather, a water polo player",,None,None,None,False
1962588,le CLOS Chad,Male,RSA,South Africa,RSA,South Africa,['Swimming'],"[""Men's 100m Butterfly""]",1992-04-12,South Africa,Football (Manchester United fan),Athlete,English,"Potential was recognised by primary school teacher, Lindsay Manthey","Boxer Muhammad Ali, born Cassius Clay (USA), former undisputed heavyweight champion of the world, 1960 Olympic champion (light heavyweight), nicknamed 'The Greatest' and regarded as one of the most significant sports figures of the 20th century.</p><p>Footballer Cristiano Ronaldo (POR), won five Champions Leagues, seven league titles and five Ballon d’Or awards during his time at Manchester United, Real Madrid and Juventus. Won Euro 2016 with Portugal and is international football’s all-time top scorer and appearance maker",None,None,None,False
1962589,SMITH Tatjana,Female,RSA,South Africa,RSA,South Africa,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke""]",1997-07-09,South Africa,Spending time with friends and family,Athlete,English,"""My love for swimming makes me want to get up every morning and go to training. It's like my second home. Being fortunate enough to travel the world doing what I love, seeing new places and meeting new people and sports heroes, motivates me a lot. The most important thing every young swimmer should realise is that nothing is impossible. They only need to believe and be prepared to put in the long and hard hours."" (myInfo)","Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016); 14-time world championship medallist (11 gold, two silver, one bronze).</p><p>Swimmer Penelope Heyns (RSA), two-time Olympic breaststroke champion (1996), three-time 1999 World Short Course Championship silver medallist.</p><p>Swimmer Chad le Clos (RSA), 2012 Olympic 200m butterfly champion, three-time Olympic silver medallist (100m butterfly in 2012 and 2016, 200m freestyle in 2016).</p><p>Swimmer Michael Phelps (USA), 28-time Olympic medallist (23 gold, three silver, two bronze); 33-time world championship medallist (26 gold, six silver, one bronze)",Gold Medal,1.0,2024-07-29,True
1962589,SMITH Tatjana,Female,RSA,South Africa,RSA,South Africa,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke""]",1997-07-09,South Africa,Spending time with friends and family,Athlete,English,"""My love for swimming makes me want to get up every morning and go to training. It's like my second home. Being fortunate enough to travel the world doing what I love, seeing new places and meeting new people and sports heroes, motivates me a lot. The most important thing every young swimmer should realise is that nothing is impossible. They only need to believe and be prepared to put in the long and hard hours."" (myInfo)","Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016); 14-time world championship medallist (11 gold, two silver, one bronze).</p><p>Swimmer Penelope Heyns (RSA), two-time Olympic breaststroke champion (1996), three-time 1999 World Short Course Championship silver medallist.</p><p>Swimmer Chad le Clos (RSA), 2012 Olympic 200m butterfly champion, three-time Olympic silver medallist (100m butterfly in 2012 and 2016, 200m freestyle in 2016).</p><p>Swimmer Michael Phelps (USA), 28-time Olympic medallist (23 gold, three silver, two bronze); 33-time world championship medallist (26 gold, six silver, one bronze)",Silver Medal,2.0,2024-08-01,True
